"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0001501","skeletal system development","20/339","341/18842",0.0586510263929619,3.25988979143418,5.70029849118143,4.06455137077326e-06,0.000807575550480512,0.000338893059718333,"6474/3221/2263/55959/5549/2662/6495/3549/6899/10736/8840/7482/960/1745/5075/5052/5251/197/2494/5734",20
"GO:0042632","cholesterol homeostasis","11/339","110/18842",0.1,5.55811209439528,6.48963122744573,4.74373647101475e-06,0.000887078720079759,0.000372255972187343,"9971/4023/335/57540/3172/6296/338/8435/3638/4547/336",11
"GO:0055092","sterol homeostasis","11/339","111/18842",0.0990990990990991,5.50803901246379,6.44761983573309,5.18213039406586e-06,0.000915221806818632,0.000384066008745756,"9971/4023/335/57540/3172/6296/338/8435/3638/4547/336",11
"GO:0042730","fibrinolysis","6/339","26/18842",0.230769230769231,12.8264125255276,8.16783197622862,5.5125240329605e-06,0.000922332310567443,0.000387049878638969,"5345/7448/2266/2243/2147/2244",6
"GO:0071827","plasma lipoprotein particle organization","8/339","55/18842",0.145454545454545,8.08452668275677,7.1218728683603,5.89357919454694e-06,0.000936784412973236,0.000393114595680919,"9971/4023/335/338/8435/4547/185/336",8
"GO:0015833","peptide transport","16/339","238/18842",0.0672268907563025,3.73654594581195,5.75067477101265,6.94502528124195e-06,0.00102605748085222,0.00043057737313369,"9971/9368/3651/3741/9066/121260/3172/2266/134/3570/222546/6928/2243/54097/2775/2244",16
"GO:0048598","embryonic morphogenesis","20/339","354/18842",0.0564971751412429,3.14017632451711,5.50220756493632,7.10074381212607e-06,0.00102605748085222,0.00043057737313369,"3221/2263/9096/335/7448/2139/6495/3549/2294/6899/10736/2138/3673/1291/1844/153572/6496/8862/1295/4036",20
"GO:0071825","protein-lipid complex organization","8/339","57/18842",0.140350877192982,7.80085907985303,6.96027427346232,7.7523965928918e-06,0.00103077096813613,0.000432555352935875,"9971/4023/335/338/8435/4547/185/336",8
"GO:0046879","hormone secretion","17/339","268/18842",0.0634328358208955,3.5256681195791,5.6366583000185,7.78185065595065e-06,0.00103077096813613,0.000432555352935875,"9971/3651/3741/9066/3172/2266/5468/134/3570/222546/6928/2297/2243/54097/2775/185/2244",17
"GO:0001822","kidney development","15/339","225/18842",0.0666666666666667,3.70540806293019,5.52586078237179,1.48403330666327e-05,0.00188709675275301,0.000791906085002795,"2263/55959/25789/1592/6092/793/6495/7490/10736/3570/3158/6928/153572/2297/185",15
"GO:0003018","vascular process in circulatory system","16/339","255/18842",0.0627450980392157,3.48744288275782,5.41314059816854,1.64712730482341e-05,0.00201392988539755,0.000845130663644376,"11309/9368/5345/53919/387700/2266/134/4879/6515/136/2243/79987/80005/185/4036/2244",16
"GO:0060541","respiratory system development","9/339","83/18842",0.108433734939759,6.02686853609127,6.21244392281986,1.81235937869008e-05,0.00206845265579572,0.000868010737804075,"2263/429/10406/6495/2294/7490/3158/1050/5251",9
"GO:0060993","kidney morphogenesis","8/339","64/18842",0.125,6.9476401179941,6.45120364236869,1.8616327187312e-05,0.00206845265579572,0.000868010737804075,"25789/793/6495/7490/10736/6928/153572/2297",8
"GO:0007369","gastrulation","11/339","127/18842",0.0866141732283465,4.8141128376652,5.83755830651711,1.88691811947391e-05,0.00206845265579572,0.000868010737804075,"2263/335/7448/2139/10736/2138/3673/1291/1844/8862/1295",11
"GO:0061448","connective tissue development","14/339","203/18842",0.0689655172413793,3.83318075475537,5.49340662997072,1.95629918349903e-05,0.00207302503478114,0.000869929502560685,"9971/4023/55959/3549/7490/10736/5468/8840/3570/7482/3158/2297/960/2494",14
"GO:0001657","ureteric bud development","8/339","67/18842",0.119402985074627,6.63655175450183,6.25592706743376,2.61790439380128e-05,0.00268461873157879,0.00112658023832018,"2263/25789/6092/793/6495/7490/10736/2297",8
"GO:0072163","mesonephric epithelium development","8/339","68/18842",0.117647058823529,6.53895540517092,6.19347897541332,2.92106692335753e-05,0.00277734340069791,0.00116549145450355,"2263/25789/6092/793/6495/7490/10736/2297",8
"GO:0072164","mesonephric tubule development","8/339","68/18842",0.117647058823529,6.53895540517092,6.19347897541332,2.92106692335753e-05,0.00277734340069791,0.00116549145450355,"2263/25789/6092/793/6495/7490/10736/2297",8
"GO:0072073","kidney epithelium development","10/339","110/18842",0.0909090909090909,5.05282917672298,5.77023255244319,2.97042074940953e-05,0.00277734340069791,0.00116549145450355,"2263/25789/6092/793/6495/7490/10736/6928/153572/2297",10
"GO:0001704","formation of primary germ layer","9/339","90/18842",0.1,5.55811209439528,5.866961094486,3.48802770234407e-05,0.00310277873375269,0.00130205796607484,"2263/7448/2139/10736/2138/3673/1291/1844/1295",9
"GO:0002790","peptide secretion","14/339","214/18842",0.0654205607476635,3.6361480991371,5.24957720035257,3.51368463086181e-05,0.00310277873375269,0.00130205796607484,"9971/3651/3741/9066/3172/2266/134/3570/222546/6928/2243/54097/2775/2244",14
"GO:0034114","regulation of heterotypic cell-cell adhesion","5/339","22/18842",0.227272727272727,12.6320729418075,7.38906347289803,3.74700124189733e-05,0.00321938295891665,0.00135099005994319,"335/2266/2243/960/2244",5
"GO:0019730","antimicrobial humoral response","13/339","189/18842",0.0687830687830688,3.82304006492797,5.27964045781923,3.97309798246675e-05,0.00332381012796363,0.00139481214298545,"3958/6374/10406/3017/4879/57817/2243/2147/7018/9547/78989/2627/2244",13
"GO:0003206","cardiac chamber morphogenesis","9/339","92/18842",0.0978260869565217,5.43728357060408,5.77485668646905,4.15776567607806e-05,0.00338911207288517,0.00142221561738094,"6474/2263/6092/3084/2294/6899/7137/2627/4036",9
"GO:0006066","alcohol metabolic process","18/339","339/18842",0.0530973451327434,2.95120996162581,4.90697142230794,4.61741503871589e-05,0.0035707471457383,0.00149843742171211,"9971/33/6718/335/51478/57540/125/1717/6770/3707/338/8435/216/3158/3638/6307/185/6783",18
"GO:0008202","steroid metabolic process","17/339","308/18842",0.0551948051948052,3.06778914301038,4.95253757359705,4.63651657748373e-05,0.0035707471457383,0.00149843742171211,"9971/33/6718/335/51478/57540/1717/6770/338/8435/3158/3638/6307/2494/185/4036/6783",17
"GO:0003148","outflow tract septum morphogenesis","5/339","23/18842",0.217391304347826,12.0828523791202,7.1985983898664,4.71756464677599e-05,0.0035707471457383,0.00149843742171211,"2263/6092/6899/2627/4036",5
"GO:0001823","mesonephros development","8/339","74/18842",0.108108108108108,6.00876983177868,5.84344131659453,5.42428080811297e-05,0.00391904288386162,0.00164459713185841,"2263/25789/6092/793/6495/7490/10736/2297",8
"GO:0072080","nephron tubule development","8/339","74/18842",0.108108108108108,6.00876983177868,5.84344131659453,5.42428080811297e-05,0.00391904288386162,0.00164459713185841,"25789/793/6495/7490/10736/6928/153572/2297",8
"GO:0044344","cellular response to fibroblast growth factor stimulus","9/339","96/18842",0.09375,5.21073008849558,5.59847139176634,5.8270418353722e-05,0.00394573150415038,0.00165579681241329,"2263/55959/23768/6899/8817/64094/960/10252/8862",9
"GO:0051960","regulation of nervous system development","18/339","346/18842",0.0520231213872832,2.89150340170853,4.80658932033299,6.01099051826534e-05,0.00394573150415038,0.00165579681241329,"6474/429/222223/347731/84631/6092/9037/4232/7852/9355/22933/745/139065/6281/140578/7133/2147/4036",18
"GO:0031638","zymogen activation","7/339","56/18842",0.125,6.9476401179941,6.03326340037049,6.2399608859036e-05,0.00394573150415038,0.00165579681241329,"5345/1675/2266/2243/6281/2147/2244",7
"GO:0008015","blood circulation","22/339","480/18842",0.0458333333333333,2.5474680432645,4.64850246733646,6.30378727813179e-05,0.00394573150415038,0.00165579681241329,"6474/3741/9096/5345/3777/3760/6296/7137/2266/5468/134/4879/136/2243/79987/80005/6328/55800/185/2627/8862/2244",22
"GO:0034368","protein-lipid complex remodeling","6/339","39/18842",0.153846153846154,8.55094168368505,6.38926051202242,6.41498828521089e-05,0.00394573150415038,0.00165579681241329,"9971/4023/335/338/185/336",6
"GO:0034369","plasma lipoprotein particle remodeling","6/339","39/18842",0.153846153846154,8.55094168368505,6.38926051202242,6.41498828521089e-05,0.00394573150415038,0.00165579681241329,"9971/4023/335/338/185/336",6
"GO:1900026","positive regulation of substrate adhesion-dependent cell spreading","6/339","39/18842",0.153846153846154,8.55094168368505,6.38926051202242,6.41498828521089e-05,0.00394573150415038,0.00165579681241329,"335/2266/2243/80005/6281/2244",6
"GO:0034116","positive regulation of heterotypic cell-cell adhesion","4/339","13/18842",0.307692307692308,17.1018833673701,7.86077697046257,6.47355296644595e-05,0.00394573150415038,0.00165579681241329,"2266/2243/960/2244",4
"GO:0061326","renal tubule development","8/339","76/18842",0.105263157894737,5.85064430988977,5.73523369999611,6.57828781755174e-05,0.00394573150415038,0.00165579681241329,"25789/793/6495/7490/10736/6928/153572/2297",8
"GO:0034377","plasma lipoprotein particle assembly","5/339","25/18842",0.2,11.1162241887906,6.85084286927799,7.23187417510416e-05,0.00414596159933679,0.00173982187925074,"335/338/8435/4547/336",5
"GO:0048333","mesodermal cell differentiation","5/339","25/18842",0.2,11.1162241887906,6.85084286927799,7.23187417510416e-05,0.00414596159933679,0.00173982187925074,"2263/2139/10736/2138/3673",5
"GO:0097006","regulation of plasma lipoprotein particle levels","9/339","99/18842",0.0909090909090909,5.05282917672298,5.47251667009543,7.4216600406435e-05,0.00414596159933679,0.00173982187925074,"9971/4023/335/338/8435/4547/23491/185/336",9
"GO:0034367","protein-containing complex remodeling","6/339","40/18842",0.15,8.33716814159292,6.28763311570675,7.43377826870705e-05,0.00414596159933679,0.00173982187925074,"9971/4023/335/338/185/336",6
"GO:0072006","nephron development","10/339","123/18842",0.0813008130081301,4.51879032064657,5.29950579886057,7.73464070547461e-05,0.00423938324184548,0.00177902557512148,"55959/25789/793/6495/7490/10736/3570/6928/153572/2297",10
"GO:0034381","plasma lipoprotein particle clearance","7/339","59/18842",0.11864406779661,6.59437028148592,5.82539641514436,8.76529285915617e-05,0.00465629436353693,0.00195397921949141,"9971/4023/335/338/8435/23491/336",7
"GO:0031639","plasminogen activation","5/339","26/18842",0.192307692307692,10.6886771046063,6.69141943861182,8.82249840648705e-05,0.00465629436353693,0.00195397921949141,"5345/2266/2243/6281/2244",5
"GO:0042693","muscle cell fate commitment","4/339","14/18842",0.285714285714286,15.8803202697008,7.5388473766056,8.9346950668686e-05,0.00465629436353693,0.00195397921949141,"9096/4654/7490/6899",4
"GO:0071774","response to fibroblast growth factor","9/339","103/18842",0.087378640776699,4.85660280092791,5.31228135494409,0.000101052844679358,0.00510296865161062,0.00214142275476527,"2263/55959/23768/6899/8817/64094/960/10252/8862",9
"GO:0046883","regulation of hormone secretion","14/339","236/18842",0.0593220338983051,3.29718514074296,4.80680208686238,0.000101128350126288,0.00510296865161062,0.00214142275476527,"9971/3651/3741/9066/3172/2266/5468/134/3570/222546/2243/2775/185/2244",14
"GO:0065005","protein-lipid complex assembly","5/339","27/18842",0.185185185185185,10.2928001748061,6.54044230133547,0.000106689584867739,0.00529947172335221,0.00222388380399705,"335/338/8435/4547/336",5
"GO:0035150","regulation of tube size","10/339","129/18842",0.0775193798449612,4.30861402666301,5.10387468213469,0.000115311745088143,0.00544677984983694,0.00228570056117362,"5345/2266/134/4879/136/2243/79987/80005/185/2244",10
"GO:0035296","regulation of tube diameter","10/339","129/18842",0.0775193798449612,4.30861402666301,5.10387468213469,0.000115311745088143,0.00544677984983694,0.00228570056117362,"5345/2266/134/4879/136/2243/79987/80005/185/2244",10
"GO:0097746","blood vessel diameter maintenance","10/339","129/18842",0.0775193798449612,4.30861402666301,5.10387468213469,0.000115311745088143,0.00544677984983694,0.00228570056117362,"5345/2266/134/4879/136/2243/79987/80005/185/2244",10
"GO:0030072","peptide hormone secretion","13/339","210/18842",0.0619047619047619,3.44073605843517,4.81428145205123,0.00011650865988956,0.00544677984983694,0.00228570056117362,"9971/3651/3741/9066/3172/2266/3570/222546/6928/2243/54097/2775/2244",13
"GO:0034372","very-low-density lipoprotein particle remodeling","4/339","15/18842",0.266666666666667,14.8216322517207,7.24845006433425,0.000120113247097777,0.00553391322498311,0.00232226543252132,"9971/4023/335/336",4
"GO:0010876","lipid localization","21/339","468/18842",0.0448717948717949,2.49402465774147,4.4300597649184,0.000124185237065591,0.00563978383759307,0.00236669324589469,"9971/4023/11309/9066/335/57540/53919/5104/6770/10955/338/5468/2168/8435/126969/5244/4547/121601/81579/185/336",21
"GO:0007498","mesoderm development","8/339","84/18842",0.0952380952380952,5.29344008990027,5.33804872843407,0.000134299827719123,0.006013227497452,0.00252340609393312,"2263/2139/4232/6899/10736/2138/3673/6939",8
"GO:0002791","regulation of peptide secretion","12/339","186/18842",0.0645161290322581,3.5858787705776,4.79718111978463,0.000144113850130915,0.00636302679953028,0.00267019676348486,"9971/3651/3741/9066/3172/2266/134/3570/222546/2243/2775/2244",12
"GO:0050919","negative chemotaxis","6/339","45/18842",0.133333333333333,7.41081612586037,5.82781901769296,0.000146268320084482,0.00636968478833653,0.00267299073885568,"335/23768/6092/3084/9037/54437",6
"GO:0034370","triglyceride-rich lipoprotein particle remodeling","4/339","16/18842",0.25,13.8952802359882,6.98461541569315,0.000157886813887943,0.00657794106103206,0.002760383931254,"9971/4023/335/336",4
"GO:0072074","kidney mesenchyme development","4/339","16/18842",0.25,13.8952802359882,6.98461541569315,0.000157886813887943,0.00657794106103206,0.002760383931254,"6495/7490/10736/2297",4
"GO:0014706","striated muscle tissue development","15/339","277/18842",0.0541516245487365,3.00980799335484,4.56118540915225,0.000158846056294315,0.00657794106103206,0.002760383931254,"6474/2263/9096/4654/3084/6495/7490/6899/7137/4879/22933/1291/2627/4036/58",15
"GO:0090087","regulation of peptide transport","12/339","188/18842",0.0638297872340425,3.54773112408209,4.75200928466074,0.000159327292135725,0.00657794106103206,0.002760383931254,"9971/3651/3741/9066/3172/2266/134/3570/222546/2243/2775/2244",12
"GO:0003205","cardiac chamber development","9/339","111/18842",0.0810810810810811,4.50657737383401,5.01527998505683,0.000179468440639185,0.00731448939476882,0.00306947094893547,"6474/2263/6092/3084/2294/6899/7137/2627/4036",9
"GO:0003007","heart morphogenesis","12/339","191/18842",0.06282722513089,3.49200759857295,4.6853898703427,0.000184714638393435,0.00740948474547746,0.00310933503972117,"6474/2263/23768/6092/3084/3549/2294/6899/7137/10252/2627/4036",12
"GO:0006869","lipid transport","20/339","447/18842",0.0447427293064877,2.48685104894643,4.30627815295246,0.000186460767423151,0.00740948474547746,0.00310933503972117,"9971/11309/9066/335/57540/53919/5104/6770/10955/338/5468/2168/8435/126969/5244/4547/121601/81579/185/336",20
"GO:0045834","positive regulation of lipid metabolic process","10/339","138/18842",0.072463768115942,4.02761745970672,4.83174545531171,0.000201099583290559,0.00789253796642822,0.00331204472299154,"9971/335/57540/6770/5468/134/22933/2494/185/336",10
"GO:0030195","negative regulation of blood coagulation","6/339","48/18842",0.125,6.9476401179941,5.58452756700869,0.000210618138641354,0.00806692846675739,0.00338522639646741,"5345/7448/2266/2243/2147/2244",6
"GO:1900047","negative regulation of hemostasis","6/339","48/18842",0.125,6.9476401179941,5.58452756700869,0.000210618138641354,0.00806692846675739,0.00338522639646741,"5345/7448/2266/2243/2147/2244",6
"GO:0030324","lung development","7/339","68/18842",0.102941176470588,5.72158597952455,5.27952318725868,0.000216946894898792,0.00813641090968619,0.00341438418568829,"2263/429/10406/2294/3158/1050/5251",7
"GO:0072009","nephron epithelium development","8/339","90/18842",0.0888888888888889,4.94054408390692,5.07206017592598,0.000217551093841877,0.00813641090968619,0.00341438418568829,"25789/793/6495/7490/10736/6928/153572/2297",8
"GO:0001656","metanephros development","7/339","69/18842",0.101449275362319,5.63866444358941,5.22494125537424,0.000237768089203222,0.00868810063881659,0.00364589666796804,"6092/793/6495/7490/10736/153572/2297",7
"GO:0008543","fibroblast growth factor receptor signaling pathway","7/339","69/18842",0.101449275362319,5.63866444358941,5.22494125537424,0.000237768089203222,0.00868810063881659,0.00364589666796804,"2263/55959/23768/8817/64094/10252/8862",7
"GO:1903522","regulation of blood circulation","14/339","257/18842",0.0544747081712062,3.02776534325035,4.43030600790566,0.000245910158578766,0.00888350447865792,0.00372789643272707,"6474/3741/9096/3760/7137/2266/134/2243/79987/80005/55800/185/8862/2244",14
"GO:0061644","protein localization to CENP-A containing chromatin","4/339","18/18842",0.222222222222222,12.3513602097673,6.52167196262561,0.000258011602783755,0.00918974593862673,0.00385640837853782,"8360/8368/3012/8367",4
"GO:0030323","respiratory tube development","7/339","70/18842",0.1,5.55811209439528,5.17141627632603,0.000260168963345834,0.00918974593862673,0.00385640837853782,"2263/429/10406/2294/3158/1050/5251",7
"GO:0001763","morphogenesis of a branching structure","8/339","93/18842",0.0860215053763441,4.78117169410347,4.94777073279677,0.000272824508499277,0.00953086936834287,0.00399955828292674,"6474/2263/25789/6495/2294/7490/10736/2297",8
"GO:0090102","cochlea development","5/339","33/18842",0.151515151515152,8.42138196120497,5.77550082830896,0.000287106886571303,0.00981411604742121,0.00411842064035051,"9096/3777/793/6899/375611",5
"GO:2000352","negative regulation of endothelial cell apoptotic process","5/339","33/18842",0.151515151515152,8.42138196120497,5.77550082830896,0.000287106886571303,0.00981411604742121,0.00411842064035051,"9037/2266/2243/401498/2244",5
"GO:0072078","nephron tubule morphogenesis","6/339","51/18842",0.117647058823529,6.53895540517092,5.36128333830851,0.000295433105217954,0.00999129618604123,0.00419277296473988,"25789/6495/7490/10736/153572/2297",6
"GO:0042060","wound healing","18/339","394/18842",0.0456852791878173,2.53923902789632,4.17936481247826,0.000302487500670745,0.0100362235978998,0.00421162641821667,"5345/9066/3172/7448/3084/83854/2266/5468/8840/3570/3673/2243/64094/79987/6281/960/2147/2244",18
"GO:0021953","central nervous system neuron differentiation","9/339","119/18842",0.0756302521008403,4.20361418903845,4.74522401925537,0.000303075641836546,0.0100362235978998,0.00421162641821667,"57795/2263/429/6092/10716/161357/4929/1745/26468",9
"GO:0050819","negative regulation of coagulation","6/339","52/18842",0.115384615384615,6.41320626276378,5.29082755650572,0.000328974726158624,0.010781553138745,0.00452439840400204,"5345/7448/2266/2243/2147/2244",6
"GO:0045664","regulation of neuron differentiation","9/339","121/18842",0.0743801652892562,4.13413296277335,4.68140624416639,0.000343071067974039,0.0111288053580558,0.00467012020925753,"57795/429/57540/152330/6495/5909/6658/6496/1745",9
"GO:0060537","muscle tissue development","15/339","298/18842",0.0503355704697987,2.79770743006474,4.23405198196375,0.000348443783345144,0.0111889170429718,0.0046953456297323,"6474/2263/9096/4654/3084/6495/7490/6899/7137/4879/22933/1291/2627/4036/58",15
"GO:0032526","response to retinoic acid","8/339","97/18842",0.0824742268041237,4.58400997475899,4.79008371928306,0.000363877616616129,0.0112785653424832,0.00473296587034246,"57795/2263/429/1592/360/4232/6899/2627",8
"GO:0031016","pancreas development","6/339","53/18842",0.113207547169811,6.29220237101353,5.22219751880717,0.00036542693623019,0.0112785653424832,0.00473296587034246,"3651/2294/3570/222546/6928/2494",6
"GO:0072028","nephron morphogenesis","6/339","53/18842",0.113207547169811,6.29220237101353,5.22219751880717,0.00036542693623019,0.0112785653424832,0.00473296587034246,"25789/6495/7490/10736/153572/2297",6
"GO:0072088","nephron epithelium morphogenesis","6/339","53/18842",0.113207547169811,6.29220237101353,5.22219751880717,0.00036542693623019,0.0112785653424832,0.00473296587034246,"25789/6495/7490/10736/153572/2297",6
"GO:0010804","negative regulation of tumor necrosis factor-mediated signaling pathway","5/339","35/18842",0.142857142857143,7.9401601348504,5.5625573385907,0.000381321088591539,0.0116559590445433,0.00489133632414516,"9971/335/79444/307/83643",5
"GO:0061333","renal tubule morphogenesis","6/339","54/18842",0.111111111111111,6.17568010488364,5.15530992935009,0.000404962907433734,0.0122607341212556,0.00514512567681499,"25789/6495/7490/10736/153572/2297",6
"GO:0090276","regulation of peptide hormone secretion","11/339","182/18842",0.0604395604395604,3.35929851859055,4.32905913945511,0.000472798837629848,0.0141795047625027,0.00595032347301254,"9971/3651/3741/9066/3172/2266/3570/222546/2243/2775/2244",11
"GO:0015850","organic hydroxy compound transport","14/339","275/18842",0.0509090909090909,2.82958433896487,4.13693466204009,0.000486760859774441,0.0144077026909485,0.00604608503259217,"9971/9066/335/53919/360/6770/338/5468/8435/126969/5244/4547/185/336",14
"GO:2001236","regulation of extrinsic apoptotic signaling pathway","9/339","127/18842",0.0708661417322835,3.93881959445335,4.4979085478389,0.000490002938542178,0.0144077026909485,0.00604608503259217,"3958/4050/2139/3084/147138/2266/2138/2243/2244",9
"GO:1900024","regulation of substrate adhesion-dependent cell spreading","6/339","56/18842",0.107142857142857,5.9551201011378,5.02645488925739,0.000494004275971497,0.0144077026909485,0.00604608503259217,"335/2266/2243/80005/6281/2244",6
"GO:0048644","muscle organ morphogenesis","6/339","57/18842",0.105263157894737,5.85064430988977,4.96434559272941,0.000543881223900346,0.0153137756761514,0.00642631180654642,"6474/2263/3084/6899/7137/4036",6
"GO:0060415","muscle tissue morphogenesis","6/339","57/18842",0.105263157894737,5.85064430988977,4.96434559272941,0.000543881223900346,0.0153137756761514,0.00642631180654642,"6474/2263/3084/6899/7137/4036",6
"GO:0007423","sensory organ development","17/339","379/18842",0.0448548812664908,2.49308458059947,3.97451032971029,0.000544329147638347,0.0153137756761514,0.00642631180654642,"2263/429/9096/167826/3777/793/6495/7490/6899/5090/7482/6658/283375/6496/10252/1745/375611",17
"GO:0060538","skeletal muscle organ development","8/339","103/18842",0.0776699029126214,4.31698026749148,4.56897776080877,0.000545523828875462,0.0153137756761514,0.00642631180654642,"6474/4654/6495/7490/6899/22933/1291/58",8
"GO:0015918","sterol transport","9/339","129/18842",0.0697674418604651,3.87775262399671,4.43922701188483,0.000549157101944405,0.0153137756761514,0.00642631180654642,"9066/335/6770/338/5468/8435/5244/4547/336",9
"GO:0001658","branching involved in ureteric bud morphogenesis","5/339","38/18842",0.131578947368421,7.31330538736221,5.27295693089754,0.000564160994497334,0.0154190068363767,0.00647047127849333,"25789/6495/7490/10736/2297",5
"GO:1902041","regulation of extrinsic apoptotic signaling pathway via death domain receptors","5/339","38/18842",0.131578947368421,7.31330538736221,5.27295693089754,0.000564160994497334,0.0154190068363767,0.00647047127849333,"3958/147138/2266/2243/2244",5
"GO:0097191","extrinsic apoptotic signaling pathway","11/339","186/18842",0.0591397849462366,3.28705553969613,4.24282057603129,0.000567481535028649,0.0154190068363767,0.00647047127849333,"3958/4050/2139/3084/147138/2266/2138/3570/2243/7133/2244",11
"GO:0048741","skeletal muscle fiber development","4/339","22/18842",0.181818181818182,10.105658353446,5.78420440386971,0.000582723841667225,0.0156989753615263,0.0065879579830578,"6474/4654/1291/58",4
"GO:2001237","negative regulation of extrinsic apoptotic signaling pathway","7/339","80/18842",0.0875,4.86334808259587,4.68705464030369,0.000591609949703066,0.0158044372277819,0.00663221426907053,"3958/2139/3084/2266/2138/2243/2244",7
"GO:0050767","regulation of neurogenesis","14/339","281/18842",0.0498220640569395,2.76916616802612,4.04437902861567,0.000602465753377275,0.015960321916553,0.0066976301166769,"6474/429/6092/9037/4232/7852/9355/22933/745/6281/140578/7133/2147/4036",14
"GO:0009952","anterior/posterior pattern specification","8/339","105/18842",0.0761904761904762,4.23475207192021,4.49900390712218,0.000620230437455613,0.0162305415325587,0.00681102576419199,"3221/3202/9096/7490/6899/5090/10736/340665",8
"GO:0045807","positive regulation of endocytosis","10/339","159/18842",0.0628930817610063,3.4956679838964,4.27752752054574,0.000622877026414646,0.0162305415325587,0.00681102576419199,"335/7448/3673/57817/7018/197/78989/8862/336/929",10
"GO:0001710","mesodermal cell fate commitment","3/339","10/18842",0.3,16.6743362831858,6.71075968407263,0.000630642152259441,0.0162556732984981,0.00682157212242466,"2139/10736/2138",3
